"screen_name","text","created_at"
"WhosoeverWill1","New York Gov  Andrew Cuomo s Long Career Ends In Scandal   NPR   New York Gov  Andrew Cuomo s Long Career Ends In Scandal  NPRChris Cuomo strolls off lavish Hamptons dock  ignores questions     NewsAndInformation  LIVING STRONG TELEVISION NETWORK",2021-08-11 13:25:00
"Breaks4Rainbows","💯💯💯
 ThursdayThoughts except he left out Republican Congressman 
",2021-08-11 13:24:54
"AlbertaSux","It s good that Andrew Cuomo resigned  but he doesn t get brownie points for finally doing the right thing after trying everything else ",2021-08-11 13:24:44
"christianlasval","Andrew Cuomo is still the only person I know of who actually  killed grandma  

And in his case  lots of them 

 CuomoResigns",2021-08-11 13:24:21
"TheFrontierPost","New York State Governor Andrew Cuomo resigns in sex scandal ",2021-08-11 13:24:20
"Slitlove1","   more and they ll better Andrew Cuomo ",2021-08-11 13:24:20
"Bluesgirl19Neil","What s next for Gov  Andrew Cuomo after his resignation over sex harass claims   via ",2021-08-11 13:23:59
"WSJPR","Ask  live Q amp A today   noon ET Join WSJ editor  in conversation with reporters  and  as they break down what led to Gov  Cuomo s resignation and what New York politics could look like under a Hochul administration 
",2021-08-11 13:23:54
"RandRodriguez74","    Thank you for posting sharing great endearing photos with your dad  To put it extremely mildly  I think most  if not all  human beings have good and bad qualities  Although the current focus is on the bad  it seems clear to me that there is plenty of good in Andrew Cuomo ",2021-08-11 13:23:53
"RandRodriguez74","Andrew Cuomo s ex wife  with whom he has  daughters  is RFK s daughter  and his own father was also a Governor of New York  so the notion that the former Governor did not really know where the line was in terms of sexual harassment does seem plausible ",2021-08-11 12:53:18
"nycjim","Railing at Enemies and Pleading for Time  Inside Andrew Cuomo s Final Days  ",2021-08-11 13:23:43
"Daytobehappy","Andrew Cuomo has to resign and Prince Andrew is being sued  Not only is it a bad week for perverts it s a bad week for Andrews  Speaking of Andrews  Andrew Gillum had a sex scandal too   Makes you wonder what Andrew Yang is up to ",2021-08-11 12:59:24
"Daytobehappy","Andrew Cuomo pervert  Prince Andrew pervert  Soon we ll find out that Joint Base Andrews is harassing women ",2021-08-11 13:23:36
"teamsweeting","the retail page for andrew cuomo s Covid Mountain NY Tough poster is no longer online  ",2021-08-11 13:23:35
"MorningsMaria","BYE BYE CUOMO  New York State Assembly Minority Leader  discusses Gov  Andrew Cuomo s resignation with  

Barclay says Cuomo remaining in office for another two weeks is  a real concern  

  MorningsWithMaria  mwm  FoxBusiness ",2021-08-11 13:22:59
"MannFacts","Andrew Cuomo has moved into a New York City brownstone with  other young coeds and will be spending the next chapter of his life  entrepreneuing  ",2021-08-11 13:22:58
"lmay4949","Chris Cuomo defied CNN ban to continue advising his Governor brother  via ",2021-08-11 13:22:53
"Alienphysics","I may loose some of what little followers I have for this but I don t care 

First it was Al Franken who the Democrats destroyed for the Republicans and now it s Andrew Cuomo 

I hope you re happy because you just might have given Trump the out he needed in New York 
 DUH ",2021-08-11 13:22:15
"Alienphysics","I really don t like Republicans but I really don t like what the democrats did to Andrew Cuomo 

TRIAL by media isn t a trial 
It s a mob 
He deserved a trial and to have his accusers on the record ",2021-08-11 13:07:18
"BLaw","When Kathy Hochul becomes New York s governor in two weeks  cleaning up after Andrew Cuomo will be only one of her newfound problems  ",2021-08-11 13:22:15
"RobertK83477529","New York Gov  Andrew Cuomo Resigns ",2021-08-11 13:21:02
"RobertK83477529","Does anyone remember Andrew Cuomo s comment to the media that if President Donald Trump comes to NY he  Cuomo  will deck him   Someone should have told the guvnor to hire a different boxing trainer than his brother Chris Cuomo   The guvnor only managed to punch himself out ",2021-08-11 13:22:11
"Kiwi_CGFX","It must almost be like looking into a mirror  Bill 🙄 ",2021-08-11 13:22:06
"DaWalrusMan","CNN has  million other programs that Andrew Cuomo could have appeared on that weren t his brother s but sure   can keep pretending that this was a complicated  murky journalism ethics problem with no viable solution",2021-08-11 13:22:02
"AshleyRindsberg"," It helped that   of the media was effectively working as his comms and PR  

Here s  making the case for Cuomo as president in    The Atlantic  ",2021-08-11 13:22:00
"ABNMedia","Andrew Cuomo has resigned and there s something super strange about it  Tune in to our latest episode to hear why we re not accepting the Cuomo resignation at face value  

",2021-08-11 13:21:55
"jonny26414585","Tomorrow on Jeremy Cycle Hire😳
Special guests The Grand old Duke of Pork😳and Andrew Cuomo talk relationships how to attract the opposite sex🥺how to turn a first date into true love ❤️and can I find my life partner in a Soho Brothel 🤦‍♂️
Tune in for this and more drivel tomorrow ",2021-08-11 13:21:51
"ReporterMarina","Kathy Hochul  a western New York Democrat unfamiliar to many people in the state even after six years as its lieutenant governor  was set to begin reintroducing herself to the public Wednesday ",2021-08-11 13:21:48
"Cruelshoe"," He did a hell of job snuffing out   nursing home residents and then shielding his donor co conspirators  And Biden s DOJ is trying to sweep that under the rug  ",2021-08-11 13:21:47
"sgaut","The New York governor sounded a lot like Harvey Weinstein and other perpetrators of the  MeToo era in his resignation speech   via ",2021-08-11 13:21:45
"ljohnson816","Chris Cuomo strolls off lavish Hamptons dock  ignores questions about brother Andrew Cuomo s resignation

",2021-08-11 13:21:31
"projectkid56","Andrew Cuomo is a perfect example of how liberalism passes off evil as good ",2021-08-11 13:21:18
"_dailyscope","🇺🇸 United States top topics in media headlines 

  Cuomo
  Biden
  Andrew
  Senate
  Andrew Cuomo
  York
  Aug
  California
  Trump
  Democrats",2021-08-11 13:21:14
"_dailyscope","🗺️ World top topics in media headlines 

  Afghanistan
  China
  Cuomo
  Biden
  Andrew
  York
  Taliban
  Covid
  Andrew Cuomo
  Russia",2021-08-11 13:04:39
"VorheesMusic","    you mean like  ",2021-08-11 13:21:03
"anyonewantchips","Lauren Boebert calling Andrew Cuomo a pervert would carry more weight if her husband hadn t pled guilty to exposing his penis to a teenage girl ",2021-08-11 13:20:31
"stltoday","New York Gov  Andrew Cuomo resigns over sexual harassment allegations ",2021-08-11 13:20:25
"JohnBiz17"," I am so sick of hearing about Andrew Cuomo He s a bully and an arrogant guy who thinks women want him",2021-08-11 13:20:25
"cogwbur","Although Gov  Andrew Cuomo apologized  he also continued to downplay the seriousness of the women s reports   citing  generational  insensitivity and blaming others for misinterpreting his well meaning  affectionate habit  writes   ",2021-08-11 13:20:24
"NickMillerMusic","Andrew Cuomo  you are not welcome at Homie House",2021-08-11 13:20:22
"jftaveira1993","     Cuomo  who spoke in front of the  NewYork state seal and flag  said his resignation would be effective in two weeks and it s worth wondering whether he will use any of his executive powers to pardon allies or punish foes     UnitedStates",2021-08-11 13:20:16
"KAMRLocal4News","National  As cases of covid  began to swell across New York State  Gov  Andrew Cuomo s press briefings became part of the daily landscape  ",2021-08-11 13:20:06
"srauer20","why was he condemned  he s entitled to his opinion  Alec Baldwin  Andrew Cuomo s resignation is due to  cancel culture   via ",2021-08-11 13:20:05
"empirecenter","The latest from   Gov  Andrew Cuomo s resignation was memorable  but we shouldn t forget his policy legacy  ",2021-08-11 13:20:00
"res2043","Biden Praises Sexual Predator Andrew Cuomo  Gets Testy With Reporter For Bringing Up Scandal ",2021-08-11 13:19:42
"sa_girls","Andrew Cuomo said the line has changed for men knowing how to act around women  I say no to that  It is the women are just now speaking up about his behavior and that type of behavior has always been unwanted  I wonder how many men are now thinking back about their foolish ways ",2021-08-11 13:19:42
"nancyerikasmith","How Loretta Weinberg  other N J  politicians reacted to Andrew Cuomo resignation    ",2021-08-11 13:19:22
"16rock_rock","Alec Baldwin  Andrew Cuomo s resignation is due to  cancel culture   via ",2021-08-11 13:19:20
"Trackon123"," You are WRONG  Andrew Cuomo was the only sane  calming voice during the early days of the pandemic  President Trump Turned his back on this national health crisis  But  Cuomo was there For us when the president wasn t ",2021-08-11 13:19:13
"slf2much4you","Tucker Carlson s monologue about Andrew Cuomo from last night is 🔥  via ",2021-08-11 13:19:12
"stratosphere53","Outgoing New York Gov  Andrew Cuomo swears he had no idea that he d crossed any lines by kissing and groping all those women  video   via ",2021-08-11 13:13:50
"stratosphere53"," Best Freudian slip ever   Andrew Cuomo s lawyer Rita Glavin explains that the governor was just  working the grope line   video   via ",2021-08-11 13:17:27
"stratosphere53"," Look at these s   Drew Holden remembers when the media said Andrew Cuomo was  conducting a symphony   via ",2021-08-11 12:50:33
"stratosphere53"," Remember this   The Daily Show and Trevor Noah can t take back the sloppy kisses they blew to Andrew Cuomo  not even with Twitter s help   video   via ",2021-08-11 13:08:01
"stratosphere53","Chris Cuomo is reportedly  still  advising Andrew Cuomo even though he and CNN both promised it d never happen again  via ",2021-08-11 13:19:08
"stratosphere53","President Biden notes that s  it s so sad  that Gov  Andrew Cuomo is resigning because he did  a hell of a job  on everything  via ",2021-08-11 12:55:45
"stratosphere53","Charles C W  Cooke is clearly enjoying his retrospective on some of Jennifer Rubin s hottest pro Andrew Cuomo takes  via ",2021-08-11 13:12:41
"stratosphere53","SIREN  Andrew Cuomo announces his resignation  effective in  days  video   via ",2021-08-11 13:15:28
"stratosphere53"," Let s roll the tape   Glenn Greenwald spotlights Democrats and the media s  repulsive  handling of known dirtbag Andrew Cuomo  video   via ",2021-08-11 13:10:28
"stratosphere53"," She s undefeated   Jennifer Rubin s spin on Andrew Cuomo s resignation cements her primo spot in the Hack Hall of Fame  via ",2021-08-11 13:08:49
"stratosphere53","Who did it better  NY Daily News vs  NY Post covers on the resignation of Andrew Cuomo  via ",2021-08-11 12:47:06
"El_Rey_De_Iowa"," Translation  People who were deifying Andrew Cuomo a year ago are now rats fleeing the sinking ship  and they beg for their audiences to forget how they treated him like a gift from God while he was acting in exactly the way they always assumed Trump acted in private ",2021-08-11 13:18:54
"billwillswtam","Wills  amp  Snyder   Indians Lose to A s   In  Innings   Indians PBP Tom Hamilton Recapped it   Gov  Andrew Cuomo R ",2021-08-11 13:18:37
"wtam1100","Wills  amp  Snyder   Indians Lose to A s   In  Innings   Indians PBP Tom Hamilton Recapped it   Gov  Andrew Cuomo R ",2021-08-11 13:18:37
"rpaulsenphoto","  What s wild about the BlueMAGA crowd when it comes to Cuomo  is that literally no one in the state  including those actually in the NYGOP did more to keep the GOP in control of the state than Andrew Cuomo did so that he could prevent popular progressive legislation in the state ",2021-08-11 13:18:37
"HeideggerFan","Unfortunately  Republicans Accused of Sexual Harassment Will Not Suddenly Grow a Conscience and Resign | Vanity Fair ",2021-08-11 13:18:33
"StanphylCap","  A tragic day   Alec Baldwin blames  cancel culture  for Andrew Cuomo s resignation  ignoring his  accusers  

BALDWIN IS SUCH A DOUCHE 

 CANCEL CULTURE  IS ABOUT  EXPRESSING OPINIONS  NOT  ASS GRABBING  ",2021-08-11 13:18:29
"_TheTownCrier","After NY Gov Andrew Cuomo resigned due to an investigation that found he committed acts of sexual misconduct and harassment  Lt  Gov Kathy Hochul will take his place  Although  it probably wasn t the best idea to introduce herself as a  hands on  legislator ",2021-08-11 13:18:05
"Dushan41","CNN s Brian Stelter revealed how staffers feel about host Chris Cuomo s informal advisory role to his older brother  New York Gov  Andrew Cuomo  amid the politician s sexual harassment scandal   via ",2021-08-11 13:18:02
"kathygirl1407"," Yes true but at least Andrew Cuomo did the right thing  resigned      others are still in there denying it all  Democrats  most of them do the right thing   Cuomo said he was sorry but I still believe that most of those allegations were not sexual threats but how it was raised",2021-08-11 13:17:58
"superthursday"," I think you were saying  I wish my book sold better than Andrew Cuomo s  ",2021-08-11 13:17:56
"BylethJamesDM"," I know Andrew Cuomo loves New York as much as you and I do  He s done a great job  Kathy Hochul will do exactly the same for the rest of his term  I get that Andrew Cuomo will still be in New York even though he is no longer serving as governor  Cuomo is around  and we love him  ",2021-08-11 13:17:48
"EENewsUpdates","Yesterday s resignation of New York s Democratic governor  Andrew Cuomo  is raising questions about whether the state s policies on renewables  natural gas and carbon pricing will change significantly 
",2021-08-11 13:17:38
"PaulCogan","Unfortunately  Republicans Accused of Sexual Harassment Will Not Suddenly  Grow a Conscience  and Resign   via  
",2021-08-11 13:17:36
"Russell4Heather","Alec Baldwin  Andrew Cuomo s resignation is due to  cancel culture 
 ",2021-08-11 13:17:22
"tinagolden71165","Democrat Ron Kim details Andrew Cuomo s  biggest crime   via ",2021-08-11 13:17:13
"obrienc2","Cuomo will not be welcomed into Hamptons  social scene  society insider says   Persona non grata everywhere 
  NewYork  AndrewCuomo",2021-08-11 13:17:10
"BikeRocketCom"," There is going to be a time  may have arrived already  that people won t want to be left  alone in same room  amp  distrust will be everything  amp  everywhere  
The stunning fall of a political giant is a warning for these governors

",2021-08-11 13:17:09
"rmhaley8","                   Duffy s is sure not being supportive of Cuomo now  
I am disgusted 
  I believe the women   Duffy said in a later phone interview   And  quite frankly  the governor wouldn t resign if there was nothing to it  
",2021-08-11 13:16:55
"NoelDavila","From the   here s today s front page covering Andrew Cuomo s resignation as governor of New York  

 ",2021-08-11 13:16:45
"Herb92I","Alan Dershowitz  NY AG James Should Be Disqualified From Investigating Cuomo Further |  ",2021-08-11 13:16:36
"HAccordingly","New York A G  s Report Finds Gov  Andrew Cuomo Sexually Harassed  Women   wallst",2021-08-11 13:16:34
"CharonDoug","Why would Joe Biden disparage Andrew Cuomo for sex crimes when his wife is the First First Lady who is an Adulterer ",2021-08-11 13:16:26
"cbiz","Timeline of the harassment claims against Cuomo  via   Cuomo",2021-08-11 13:16:18
"ithacajournal"," Quite frankly  the governor wouldn t resign if there was nothing to it  
      ",2021-08-11 13:16:12
"TucsonStar","Top photos of the day as selected by the Associated Press  ",2021-08-11 13:16:11
"business","New York Governor Andrew Cuomo s resignation creates a power vacuum and uncertainty  The most immediate effect of his exit is the elevation of Lieutenant Governor Kathy Hochul to the state s first female governor   via ",2021-08-11 13:16:04
"THR","Now taking Cuomo s place will be Kathy Hochul  who will    in a fitting bit of karma   said Colbert   become New York s first female governor ",2021-08-11 13:16:04
"Atmvn","Andrew Cuomo is a quintessential White American  Progressive man 

All he had to do was not sexually harass and abuse women 

He couldn t do it ",2021-08-11 13:16:04
"Real_JB_7"," has been betrayed 

Killing elders and sexual harassments are the reasons why Andrew Cuomo is cancelled 

Unless Biden and Trump are garbages  ",2021-08-11 13:15:55
"puffin1952","What s next for Gov  Andrew Cuomo after his resignation over sex harass claims   via ",2021-08-11 13:15:42
"latstetter","Unfortunately  Republicans Accused of Sexual Harassment Will Not Suddenly Grow a Conscience and Resign  via ",2021-08-11 13:15:34
"MarkGMontielJr","  emmy award winning Andrew Cuomo",2021-08-11 13:15:30
"Spanishcountry","Cuomo Lawyers Hit Back as Aide Who Says He Groped Her Files Complaint ",2021-08-11 13:11:49
"Spanishcountry","Andrew Cuomo s War Against a Federal Prosecutor  via ",2021-08-11 13:12:26
"Spanishcountry","Governor Andrew Cuomo Resigns While Battling Sexual Harassment Allegations  via ",2021-08-11 13:11:34
"Spanishcountry","The End of Cuomo and His  Feminist  Wall of Protection   Follow ",2021-08-11 13:15:27
"MarketWatch","Meet Kathy Hochul  the incoming New York governor who s replacing Gov  Cuomo in a couple of weeks  ",2021-08-11 12:38:41
"MarketWatch","Who is Kathy Hochul   facts about the woman replacing Gov  Andrew Cuomo  ",2021-08-11 13:15:25
"RuhleOnMSNBC","Former U S  Attorney  and investigative reporter  break down New York Gov  Andrew Cuomo s decision to resign and how the move could impact pending investigations 

 When this blew up and he went looking for friends  he had none  

 ",2021-08-11 13:15:22
"cmadmax"," Steals  like a marauder in the night  Or Bonnie  amp  Clyde 
⁦⁩ you really suck at this reporting thing    

Andrew Cuomo Steals the Spotlight from Joe Biden s Infrastructure Win ",2021-08-11 13:15:16
"NancyRomm"," it s hard to imagine what Cuomo thought would happen when he requested an investigation into allegations that he had sexually harassed multiple women     I don t actually think it is hard  he thought he could keep steamrolling  it had worked thus far    ",2021-08-11 13:15:10
"DailyCaller","MSNBC Brings On Katie Hill To Discuss Cuomo s Resignation ",2021-08-11 12:45:01
"DailyCaller"," It Pains Us To Raise Any Voice In His Defense   Tucker Carlson Weighs In On Andrew Cuomo ",2021-08-11 13:15:06
"SexNewsLady","Chris Cuomo defied CNN ban on advising his sex pest brother and told him to resign  Host is spotted stepping off his boat in Hamptons shortly after Andrew quit ",2021-08-11 13:15:02
"USATODAY","New York Gov  Andrew Cuomo is giving up the powerful job he s dedicated most of his life to keeping within his family  but his resignation won t end the pending investigations into him and his administration 
",2021-08-11 13:15:00
"LocalMemphis","What s next for New York Gov  Andrew Cuomo 

 ",2021-08-11 13:15:00
"Area224","Andrew Cuomo is the Bob Packwood of Al Frankens ",2021-08-11 13:14:58
"schpsych8","Cuomo s Fall Could Decide the Fate of  MeToo ",2021-08-11 13:14:54
"schpsych8","Late Night Weighs In on Andrew Cuomo s Resignation ",2021-08-11 13:04:13
"FriedliebLes","Nobody is above the law                      Andrew Cuomo has learned the lesson    When will Trump learn after having violated virtually every law in the book    amp  after showing moral turpitude  tax evasion  Secession  illegal use of contributions  self aggrandizing tactics etc",2021-08-11 13:14:53
"DoctorFishbones","If you are enjoying the spectacle of Emma Vigeland walking back her support for Andrew Cuomo  you re going to love when she backtracks on her criticism of the March For Medicare For All next year",2021-08-11 13:12:32
"DoctorFishbones","Emma Vigeland     I profoundly apologize for my support of Andrew Cuomo  I was wrong 
Emma Vigeland     I profoundly apologize for my criticism of the March For Medicare For All  I was wrong  
Emma Vigeland     I give up  Don t listen to me  I m wrong on everything  ",2021-08-11 13:14:51
"fenixrzg","Andrew Cuomo is gone  But his lawless legacy will live on | David Sirota ",2021-08-11 13:14:26
"sekando789","BREAKING  Andrew Cuomo announces resignation as Governor of New York Sta     より",2021-08-11 13:02:35
"sekando789","Andrew Cuomo is a narcissist | Eric Bolling | John Bachman Now  より",2021-08-11 13:04:31
"sekando789","Alan Dershowitz reacts to the resignation of Governor Andrew Cuomo  より",2021-08-11 13:14:20
"cjkel","He s got  problems     Cuomo  CuomoResigns 

Andrew Cuomo s War Against a Federal Prosecutor  via ",2021-08-11 13:14:19
"FFreep"," Listening to  and  host  on their shows to talk about Andrew Cuomo without even a hint of self awareness of the ironic hypocrisy was truly stunning to behold",2021-08-11 13:13:50
"FFreep"," Listening to  and  host  on their shows to talk about Andrew Cuomo without even a hint of self awareness of the ironic hypocrisy was truly stunning to behold",2021-08-11 13:14:14
"DIOGENESDOGG","WASHINGTONIANS  Uncle   Where is your dad Tyrone   DOGG is hiding  Uncle  what happened to your boy Andrew C   Look  T  he is resigning  Something your DONALD would never do   DAD   Like Sisyphus Cuomo forgot that he is not a god   RIGHT  Only the gods can fuck with the girlies",2021-08-11 13:14:12
"PokJournal"," Quite frankly  the governor wouldn t resign if there was nothing to it   ",2021-08-11 13:14:11
"RugemerMax","Chris Cuomo strolls off lavish Hamptons dock  ignores questions about brother Andrew Cuomo s resignation   FoxNews",2021-08-11 13:13:54
"akbarjenkins","who could possibly imagine that an awesome person like Andrew Cuomo would do something like this  He s just a great guy and you re glad he s around ",2021-08-11 13:13:44
"FMPTheShepherd","See   Fredo    he s smahhhtt 

 ",2021-08-11 13:13:43
"Amanda_Kerri","Louis CK is touring again
Kevin Spacey is acting again
Andrew Cuomo is resigning 
Al Franklin resigned
Donald Trump still got elected 

You re only canceled if you piss off enough of your fans ",2021-08-11 13:13:43
"soylibr3"," Did andrew Cuomo resignned ",2021-08-11 13:13:38
"MeetThePress","Now that New York Democratic Gov  Andrew Cuomo is stepping aside  incoming Gov  Kathy Hochul has an immense responsibility  as well as an immense opportunity  Today s First Read 

 ",2021-08-11 13:13:30
"ColleensCorner"," via  Get rid of the jerk brother  too  totally involved in all the lies for various scandal cover ups  Oh wait  it s CNN so honor doesn t count for much   ChrisCuomoresign  Cuomo",2021-08-11 13:13:19
"Lucky_finds","New York Gov  Andrew Cuomo Resigns  ",2021-08-11 13:13:19
"MarkAda11271762","They could have saved the lives of thousands of Americans who were sent to their death by Andrew Cuomo but they decided to keep quiet now they must live with blood on their hands  ",2021-08-11 13:13:13
"pressconnects"," Quite frankly  the governor wouldn t resign if there was nothing to it  
      ",2021-08-11 13:13:12
"CroweJam","Andrew  Huv Guv  Cuomo is reluctant member of the creepy Luv Guv Club   HuvGuv  Luvguv  alpolitics  humpday ",2021-08-11 13:13:04
"1984_Trace","Alan Dershowitz  NY AG James Should Be Disqualified From Investigating Cuomo Further |   via ",2021-08-11 13:13:02
"GrabienMedia","VIDEO   NY State Assembly Minority Leader  We Should Be Pleased that Andrew Cuomo Is Leaving Office  ",2021-08-11 13:12:50
"TweetedSpoilers","Thought my only follower might enjoy this  well worth my time 
Andrew Cuomo  Don t Let The Door Hit You On The Way Out ",2021-08-11 13:12:48
"MCMRRUS","New York Governor Andrew Cuomo stepping down amid growing sexual harassment scandal   YouTube ",2021-08-11 13:12:47
"GuilleCas_2032","NYTimes ",2021-08-11 13:12:41
"brunario","Andrew Cuomo is a heel that could never fill his dad s shoes  Goodwin  via ",2021-08-11 13:12:40
"ye4us","Seeing so called progressives liberals defend Chris Cuomo for covering up his brother Andrew s sexual assaults  amp  serial sexual harassment when he was governor is really solidifying my view that  party politics empowers predators  amp  we need rd party president in   Kanye",2021-08-11 13:12:30
"peterbartnik"," ResignLeo
 MessiPSG
 WhatIf
 DTF
Priya
 teamsapnap
Prince Andrew
Rotunda
Cork City Council
Portugal
Neymar
Malmo
Gene
Rangers
David Schwimmer
Cuomo
Idris Elba
Knuckles
SUVs
Roy Keane
Brett
Ligue 
fergal horgan
Siobhan ",2021-08-11 13:06:47
"peterbartnik","Bogan
Margaret Court
Barnaby Joyce
Captain Carter
Prince Andrew
dr freelander
Hazzard
Langer
Mr Speaker
Knuckles
Zoran Radovanovic
Climate Change
KPMG
Cuomo
Chris Cairns
future fellowship
Messi
billy poco
Sandown
Cerra
Dr Mike Freelander
Redman
The UN
Peggy
Deputy Prime Minister ",2021-08-11 13:01:54
"peterbartnik","China
Moderna
Pfizer
Tony Esposito
 teamsapnap
Michael Spavor
Cuomo
Ohtani
 WhatIf
OPEC
Knuckles
 ThisIsOurShotCA
dolis
 onstorm
Meng
Thornton
 TrudeauHasGotToGo
Shot 
IPCC
Idris Elba
Tim Drake
Huawei
Dose 
Prince Andrew
Mike Lindell
Cimber ",2021-08-11 13:04:19
"peterbartnik"," BooksAlive
WWII
tj perenara
David Seymour
Olivia Podmore
Climate Change
Karl
TERFs
Big Gay Out
Russia
Bengal
Sonic
 TikTok
Messi
LinkedIn
skegg
Cuomo
Huntly
Delta
Nazi Germany
action zealandia
Level 
Prince Andrew
Chad
Phew
Microsoft
Scotland ",2021-08-11 13:12:28
"ChristopherGary","What s next for Gov  Andrew Cuomo after his resignation over sex harass claims   via ",2021-08-11 13:12:25
"MfsDeez","Alec Baldwin Cites Cancel Culture In Speaking About NY Gov  Andrew Cuomo s Resignation  ",2021-08-11 13:12:18
"BubbaBrookshire","  Sleepy Joe said he should resign in response to a reporters question at a press conference  
",2021-08-11 13:12:14
"theomnichanel","Andrew Cuomo Is The Difference Between Real  MeToo And Fake  Metoo  by   metoo",2021-08-11 13:12:11
"chassie0094","Media played a huge role in Cuomo s crimes  They are just as culpable  They played cheerleader instead of investigator  enabling a powerful man to exploit women and elderly people for personal pleasure and political points  Who else are they covering for 
",2021-08-11 13:12:08
"_K1TA","Now that Andrew Cuomo is resigning in shame  how do we go about starting a petition to change the  Mario Cuomo Bridge  back to it s real name  the  Tappan Zee Bridge  
I am VERY SERIOUS About this  ",2021-08-11 13:12:04
"alanames","Now Andrew Cuomo can join Biden s hair sniffing club  it only annoys the Public so no serious risks involved  ",2021-08-11 13:11:59
"TooMuchWit","Andrew Cuomo had been downgraded to a Property Brother",2021-08-11 13:11:58
"Moncrief102","Chris Cuomo strolls off lavish Hamptons dock  ignores questions about brother Andrew Cuomo s resignation   FoxNews Fredo or  the person going to jail is your brother ",2021-08-11 13:11:39
"BroermanNicole","I love good news   

Andrew Cuomo and  MeToo ",2021-08-11 13:11:31
"NYHammond","  looks at the good  bad and ugly of Cuomo s policy legacy   via ",2021-08-11 13:08:30
"NYHammond"," Mindful of the budget excesses that bedeviled  amp  defeated his father  the second Gov Cuomo exercised relative fiscal restraint through his first two terms     However  he failed to reform the drivers of spending especially the state s Medicaid program    ",2021-08-11 13:11:14
"Honey81936865","  Please go forward with the impeachment  Andrew Cuomo must beheld accountable for his actions  It is the legislature s responsibility to their constituents to protect the State of NY from politicians like Andrew Cuomo  history must not repeat itself in NY ",2021-08-11 13:11:06
"AndrewGibsonMBA","Andrew Klavan explains the Cuomo scandal 

 MeToo Is An Elite SCAM  via ",2021-08-11 13:11:06
"blacklefty7","Carnevale Italiano happens in my hometown every year  Andrew Cuomo is not invited",2021-08-11 13:11:05
"bostonherald","Howie Carr  Andrew Cuomo goes creeping out the door
",2021-08-11 13:10:56
"la77465262"," JusticeForJohnnyDepp 
Always Remember 
 
Roberta Kaplan defended Amber Heard Harvey Weinstein 
Andrew Cuomo and many more Rich and Powerful Abusers ",2021-08-11 13:10:56
"Saffronian"," Wasn t he supposed to report the truth  Did Biden defend Andrew Cuomo or did he say he should resign  He was supposed to say Chris Cuomo s actions were wrong and that he should not use a media platform to promote his brother ",2021-08-11 13:10:55
"Dancemom36"," As u sit their tweeting about Andrew Cuomo  And Obama bday party  You have dozens of hospitals in your state that have no icu beds available  Why don t u focus on that  Seems your priorities are screwed up  Worry about your state and getting people vaccinated Madate to wear mask",2021-08-11 13:10:36
"newsbusterz","Cuomo will not be welcomed into Hamptons  social scene  society insider says   Persona non grata everywhere  | Fox News ",2021-08-11 13:10:34
"NessaAdelaide","Hi   have you given any thought to the award you gave Andrew Cuomo  Just wondering  Thanks  ",2021-08-11 13:10:33
"Ugomego","Chris Cuomo Urged His Brother to Resign  Report Says  via ",2021-08-11 13:10:26
"NydiaFaye","Apparently  Andrew Cuomo 
single  handedly ended the LIFELONG problem of men sexually harassing women by stepping down   🙄🙄🙄🙄🙄🙄
Dem   right vs wrong 
GOP   winning vs losing",2021-08-11 13:10:24
"bueller4403"," I would not have helped my brother out  having done what Andrew Cuomo did ",2021-08-11 13:10:18
"Chris_1791","Alec Baldwin says Andrew Cuomo s resignation is  sad    When these things happen it s a shame for our society   via ",2021-08-11 13:10:13
"timothylcarson","I dedicate this song to the now departing Governor Andrew Cuomo 

Kenny Rogers   The Gambler   Ultra HD K   w Lyrics On Screen  via ",2021-08-11 13:10:03
"tommyofaggy","Where was Colbert s criticism of CNN s boundaries when Chris Cuomo was doing bro y interviews w Andrew Cuomo as Covid was needlessly devastating nursing homes in New York  ",2021-08-11 13:10:02
"FoxNews","Cuomo will not be welcomed into Hamptons  social scene  society insider says   Persona non grata everywhere 
",2021-08-11 13:10:00
"RichSementa"," AndrewCuomo   And I think that given the circumstances  the best way I can help now is if I step aside and let government get back to government  And therefore that s what I ll do 
",2021-08-11 13:09:44
"Elizabe44166685","  Compared to any Republican  Andrew Cuomo was the gold standard ",2021-08-11 13:09:33
"TheMaverick100","He and the  crew sit there as if people should just move on  This week is another example of it as Cuomo resigns  but old Andrew may call that cancel culture  Please   these elites r getting pushback from groups that never had a say previously and they don t like it ",2021-08-11 13:09:10
"MyAutoBlogging","Who is Kathy Hochul  Meet Andrew Cuomo s follower as NY guv
 worldnews  breakingnews  latestnews  politicnews  businessnews
",2021-08-11 13:09:00
"liveoakgirl","Francisco Franco is still dead and Andrew Cuomo is still resigning  Somebody get Matt Gaetz cornered and hogtie him  Let s finish this up ",2021-08-11 13:08:46
"GoogleNewsPost","Video  Crowds accumulate for Gov  Andrew Cuomo ship off in Union Square
",2021-08-11 13:08:46
"GoogleNewsPost","Video  Crowds accumulate for Gov  Andrew Cuomo ship off in Union Square

",2021-08-11 13:07:30
"StaceyAtneosen","Tucker Carlson  Here s the obvious questions no one is asking about Andrew Cuomo

",2021-08-11 13:08:39
"Britpoptarts","Alec Baldwin Cites Cancel Culture In Speaking About NY Gov  Andrew Cuomo s Resignation ",2021-08-11 13:08:38
